"ID","Timestamp","Identifier","Avg_rating","Total_answers","Total_ratings","Answer","Num_options","Question","OptionA","OptionB","OptionC","OptionD","OptionE","Explanation","Tags"
"3450784","2018-09-26 22:43:26","1703577","3.1000","230","153","C","5","<p>In organogenesis, what does the endoderm germ layer develop into?</p>","<p>Central and peripheral nervous system</p>","<p>Connective tissues (e.g. blood, bone, cartilage)</p>","<p>Epithelia and glands of the gastrointestinal and respiratory tracts</p>","<p>Muscle (skeletal, cardiac, smooth)</p>","<p>Renal bladder and adrenal gland medullary glands</p>","<p>A - Ectoderm</p><p>B - Mesoderm</p><p>C - Endoderm</p><p>D - Mesoderm</p><p>E - Endoderm and ectoderm respectively. C is the best answer as E is partially incorrect.</p><p>&nbsp;</p><p>The endoderm layer also contributes to pancreatic and liver development.</p><p>&nbsp;</p><p>Source:&nbsp;https://embryology.med.unsw.edu.au/embryology/index.php/Mesoderm&nbsp;</p>","Case 7, Gastrulation, Embryology, Organogenesis"
"3458561","2018-09-30 20:22:56","1468962","2.7900","192","130","E","5","<p>Which one of the following actions is caused by oestrogen?</p>","<p>Spiral Artery Development</p>","<p>Thickens Cervical Mucus</p>","<p>Milk production</p>","<p>mammary glands in the breast</p>","<p>Proliferation of endometrium</p>","<p>The first phase, under the influence of Estrogen, is a proliferative phase. In other words, Estrogen stimulates the endometrium to grow and thicken. While under this influence of the Estrogen, the endometrium is called ""proliferative endometrium,"" because the cells are multiplying and the tissue is growing. Once ovulation occurs, your body secretes progesterone, which matures the endometrium and makes it the ideal hospitable environment for the fertilized egg to implant. During this phase, the endometrium is called ""secretory endometrium.""</p>","Case 7"
"3475685","2018-10-08 04:06:33","1408007","2.8800","183","131","A","5","<p>Sickle cell anaemia disease has what inheritance&nbsp;pattern?</p>","<p>Autosomal recessive</p>","<p>Autosomal dominant</p>","<p>X linked recessive</p>","<p>mitochondrial</p>","<p>X linked dominant</p>","<p>Sickle cell disease is caused by inheriting 2 faulty genes from both parents. Gene muttaion&nbsp;on B-globin gene on chromosome 11</p>","Case 7"
"3475692","2018-10-08 04:10:27","1408007","2.7400","195","141","A","5","<p>Patients with Cri du chat have a distinctive cat-like cry and have problems with feeding, speaking and behaviour. they also tend to have a small head and jaw. What kind of inheritance does Cri du chat follow?&nbsp;</p>","<p>partial deletion of short arm of chromosome 5</p>","<p>partial deletion of the long arm of chromosome 5</p>","<p>translocation of chromosome&nbsp;5 and 14</p>","<p>translocation of chromosome 5 and 7</p>","<p>Robertsonion&nbsp;translocation between chromosome 5 and 7&nbsp;</p>","<p>Cri du chat is caused by a partial deletion of the short arm of&nbsp;chromosome&nbsp;5</p>","Case 7"
"3475699","2018-10-08 04:16:04","1408007","2.4300","199","136","A","5","<p>Fragile X is a condition which can cause autism, intellectual disabilities, elongated face, large testes, stereotypical movements and social anxiety. they may seem fidgity and suffer with attention deficit&nbsp;disorder. what causes Fragile X syndrome? it is an X linked dominant condition</p>","<p>CGG repeat expansion on the FMR1 gene on X chromosome</p>","<p>ACC repeat&nbsp;expansion on the ABC gene on X chromosome</p>","<p>Deletion of the FMR1 gene on the X chromosome</p>","<p>An X chromosome which is fragile and easily breaks in half</p>","<p>monosomy X</p>","<p>CGG exapnion on FMR1 gene on the X chromosome causes fragile X</p><p>Monosomy X = Turner's syndrom</p><p>ABC gene is a gene i made up</p>","Case 7"
"3475702","2018-10-08 04:21:55","1408007","2.8900","174","123","A","5","<p>A 34 year old man presents in clinic with uncontrolled movements, emotional problems and loss of cognitive ability. he seems very irritable and his wife tells you that he has been feeling very depressed. he has developed involuntary jerking and twitching movements known as chorea. You diagnose him with Huntington's disease. How is this inherited?</p>","<p>autosomal dominant</p>","<p>autosomal recessive</p>","<p>X linked recessive</p>","<p>X linked dominant</p>","<p>mitochondrial inheritance&nbsp;</p>","<p>Huntington's disease has an autosomal dominant inheritance. it is caused by a trinucleotide repeat on HTT gene on the short arm of chromosome 4</p>","Case 7"
"3475705","2018-10-08 04:24:42","1408007","2.7000","199","140","A","5","<p>A 34 year old man presents in clinic with uncontrolled movements, emotional problems and loss of cognitive ability. he seems very irritable and his wife tells you that he has been feeling very depressed. he has developed involuntary jerking and twitching movements known as chorea. You diagnose him with Huntington's disease. This is caused by a trinucelotide&nbsp;repeat expansion on the small arm of which chromosome?</p>","<p>chromosome 4</p>","<p>chromosome 11</p>","<p>chromosome 13</p>","<p>chromosome 6</p>","<p>chromosome 7</p>","<p>Huntington's disease is caused by a trinucleotide repeat on HTT gene of CAG on the short arm of chromosome 4</p>","Case 7"
"3494572","2018-10-14 10:17:46","1408007","2.8900","201","137","B","5","<p>This structure allows foetal blood to bypass the liver from the umbilical vein to the inferior vena cava?</p>","<p>ligamentum venosum</p>","<p>ductus venosus</p>","<p>ligamentum teres</p>","<p>round ligament of the liver</p>","<p>falciform ligament</p>","<p>Foetal blood bypasses the liver and flows from the umbilical vein, through the ductus venosus and into the IVC. after the baby is born, the ductus venosus turns into the ligaments venosum.</p><p>&nbsp;</p><p>The round ligament of the liver is the same as the ligament teres</p><p>&nbsp;</p><p>Falciform ligament is a ligament that attaches the liver to the anterior abdominal wall</p><p>&nbsp;</p><p>&nbsp;</p>","Case 7, Embryology"
"3504672","2018-10-17 08:27:00","1468962","2.9200","183","128","D","4","<p>A 16-year-old girl comes into your GP practice because she is worried that she hasn't started her period or developed breasts yet. On examination, she is short, has low set ears, and neck-webbing. She also has swollen lower limbs.</p><p>&nbsp;</p><p>Which genetic defect is most likely to be causing her reduced sexual development?</p>","<p>Klinefelter syndrome (47,XXY)</p>","<p>Triple X syndrome (47,XXX)</p>","<p>Downs Syndrome (47 XY+21)</p>","<p>Turner syndrome (45,X)</p>","","<p>D - Patients with Turner syndrome (45,X) have short stature, neck-webbing, low-set ears, reduced sexual development, heart defects, infertility, and lymphoedema (which causes swelling of the lower limbs).</p><p>&nbsp;</p><p>A- are male&nbsp;</p><p>B -&nbsp;reduced intelligence, developmental delay, and motor and speech impairments.</p><p>C - Low IQ but otherwise not indicated&nbsp;</p>","Case 7, genetics, screening"
"3506575","2018-10-18 02:02:23","1705318","2.9800","190","132","B","5","<p>A couple are having difficulty conceiving. They have self-referred to a fertility clinic. At the clinic, the consultant explains that the man&rsquo;s sperm are unable to remove certain proteins from the sperm plasma membrane.</p><p>&nbsp;</p><p>What process are the sperm unable to carry out?</p>","<p>Acrosome reaction</p>","<p>Capacitation</p>","<p>Fertilisation</p>","<p>Protein synthesis</p>","<p>Spermatogenesis</p>","<p>A. Acrosome reaction</p><p>&nbsp;</p><p>This is correct, but not the single best answer. Sperm that are not capacitated cannot undergo the acrosome reaction</p><p>&nbsp;</p><p>B. Capacitation</p><p>&nbsp;</p><p>This is the single best answer. The removal of proteins from the sperm plasma membrane is known as capacitation. It is this process which is described in the stem of the question</p><p>&nbsp;</p><p>C. Fertilisation</p><p>&nbsp;</p><p>This is correct, but it is not the single best answer. Sperm that are not capacitated cannot fertilise an oocyte</p><p>&nbsp;</p><p>D. Protein synthesis</p><p>&nbsp;</p><p>There is no suggestion that there is difficulty in producing proteins, only removing proteins from the sperm plasma membrane</p><p>&nbsp;</p><p>C. Spermatogenesis&nbsp;</p><p>&nbsp;</p><p>There is no suggestion that there is difficulty in producing sperm, only removing proteins from the sperm plasma membrane</p>","Case 7"
