"ID","Timestamp","Identifier","Avg_rating","Total_answers","Total_ratings","Answer","Num_options","Question","OptionA","OptionB","OptionC","OptionD","OptionE","Explanation","Tags"
"1755467","2015-10-20 19:18:25","phil","2.9000","125","58","E","5","<p>How many bones are in the hand (including the wrist)?</p>","<p>23</p>","<p>24</p>","<p>25</p>","<p>26</p>","<p>27</p>","<p>There are a total of 27 bones in the hand, including the 8 bones in the wrist (can you name them?). Each finger has one each of metacarpals, proximal phalanges, intermediate phalanges and distal phalanges. The thumb has all of these except it seems to be missing an intermediate phalange.</p>","-"
"1756513","2015-10-21 02:40:51","1507124","2.9100","78","57","C","5","<p>what nerve supplies the trapezius muscle?</p>","<p>Ulna nerve</p>","<p>radial nerve</p><p>&nbsp;</p>","<p>Spinal accessory nerve&nbsp;</p>","<p>median nerve</p>","<p>Musculocutaneous nerve</p>","<p>Answer is the spinal accessory nerve</p>","-"
"1756515","2015-10-21 02:41:21","1500295","2.9400","97","65","B","5","<p>Which nerve innervates the biceps brachii?</p>","<p>Median nerve</p>","<p>Musculocutaneous nerve</p>","<p>Radial nerve</p>","<p>Axillary nerve&nbsp;</p>","<p>Ulnar nerve</p>","<p>The long and short head of biceps brachii are innervated by the musculocutaneous nerve.&nbsp;</p>","Anatomy, Biceps, Upper limb"
"1756516","2015-10-21 02:41:33","1403575","3.0200","78","50","C","5","<p>What is the normal blood glucose range in people without diabetes?</p>","<p>4-10mol/L</p>","<p>4-10mmol/L</p>","<p>4-8mmol/L</p>","<p>5-9mmol/L</p>","<p>4-8mol/L</p>","<p>The normal range is 4-8 and the units are in mmol/L</p>","-"
"1756517","2015-10-21 02:41:51","1507374","2.8400","90","62","A","5","<p>Which nerve innervates the deltoid muscle?</p>","<p>Axillary Nerve</p>","<p>Radial Nerve</p>","<p>Medial Nerve</p>","<p>Ulnar Nerve</p>","<p>Musculocutaneous Nerve</p>","<p>Deltoid is innervated by the axillary nerve.</p>","Anatomy, Innervation"
"1756518","2015-10-21 02:41:54","1504360","2.8800","99","64","D","5","<p>Which muscle is NOT part of the rotator cuff?</p>","<p>Subscapularis</p>","<p>Infraspinatus</p>","<p>Supraspinatus</p>","<p>Teres major</p>","<p>Teres minor</p>","<p>Teres major is not part of the rotator cuff</p>","Anatomy, Upper limb"
"1756520","2015-10-21 02:42:06","1503744","2.3600","104","67","D","5","<p>how many rotator cuff muscles are there?</p>","<p>5</p>","<p>3</p>","<p>6</p>","<p>4</p>","<p>2</p>","<p>4 muscles</p><p>supraspinatus</p><p>infraspinatus</p><p>teres minor</p><p>subscapularis</p>","Anatomy, upper limb"
"1756521","2015-10-21 02:42:14","1508186","3.0000","110","69","C","5","<p>Which nerve innervates the Coracobrachialis?</p>","<p>Radial</p>","<p>Axillary</p>","<p>Musculocutaneous</p>","<p>Ulnar</p>","<p>Median</p>","<p>The Musculocutaneous nerve from the lateral cord of the brachial plexus. It is anterior</p>","PCS Unit 1"
"1756525","2015-10-21 02:43:06","1506996","2.7600","76","54","B","5","<p>What is the concentration of chloride ions in the extracellular matrix?</p>","<p>96(mM)</p>","<p>108(mM)</p>","<p>106(mM)</p>","<p>113(mM)</p>","<p>102(mM)</p>","<p>The concentration of chloride ions in the extracellular matrix is 108(mM)</p>","-"
"1756526","2015-10-21 02:43:09","1502289","2.9800","91","60","C","5","<p>Name the nerve that innervates the serratus anterior muscle.</p>","<p>Thoracic nerve</p>","<p>Thoracordorsal nerve</p>","<p>Long thoracic nerve</p>","<p>Dorsal scapular nerve</p>","<p>Subclavian nerve</p>","<p>Long thoracic nerve innervates the serratus anterior.&nbsp;</p>","Anatomy"
